"element","taxon","content","chapter","page","key","taxa","crit","clause","logic"
"^spodic","Spodic Cryopsamments","&nbsp;<b>3.</b> An ODOE value of 0.12 or more, and a value half as high or lower in an overlying horizon.",8,151,"Subgroups","Cryopsamments","LCAE",10,"END"
"^spodic","Spodic Quartzipsamments","<b><u>LCCL.</u></b> Other Quartzipsamments that have a horizon, 5 cm or more thick, either below an Ap horizon or at a depth of 18 cm or more from the mineral soil surface, whichever is deeper, that has one or more of the following:",8,152,"Subgroups","Quartzipsamments","LCCL",7,"OR"
"^spodic","Spodic Quartzipsamments","&nbsp;<b>1.</b> In 25 percent or more of each pedon, cementation by organic matter and aluminum, with or without iron<i>; or</i>",8,152,"Subgroups","Quartzipsamments","LCCL",8,"OR"
"^spodic","Spodic Quartzipsamments","&nbsp;<b>2.</b> Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling 0.25 or more, and half that amount or less in an overlying horizon<i>; or</i>",8,152,"Subgroups","Quartzipsamments","LCCL",9,"OR"
"^spodic","Spodic Quartzipsamments","&nbsp;<b>3.</b> An ODOE value of 0.12 or more, and a value half as high or lower in an overlying horizon.",8,152,"Subgroups","Quartzipsamments","LCCL",10,"END"
"^spodic","Spodic Udipsamments","<b><u>LCFD.</u></b> Other Udipsamments that have a horizon, 5 cm or more thick, either below an Ap horizon or at a depth of 18 cm or more from the mineral soil surface, whichever is deeper, that has one or more of the following:",8,152,"Subgroups","Udipsamments","LCFD",7,"OR"
"^spodic","Spodic Udipsamments","&nbsp;<b>1.</b> In 25 percent or more of each pedon, cementation by organic matter and aluminum, with or without iron<i>; or</i>",8,153,"Subgroups","Udipsamments","LCFD",8,"OR"
"^spodic","Spodic Udipsamments","&nbsp;<b>2.</b> Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling 0.25 or more, and half that amount or less in an overlying horizon<i>; or</i>",8,153,"Subgroups","Udipsamments","LCFD",9,"OR"
"^spodic","Spodic Udipsamments","&nbsp;<b>3.</b> An ODOE value of 0.12 or more, and a value half as high or lower in an overlying horizon.",8,153,"Subgroups","Udipsamments","LCFD",10,"END"
"^spodic","Spodic Psammorthels","<b><u>ACGC.</u></b> Other Psammorthels that have a horizon 5 cm or more thick that has one or more of the following:",9,162,"Subgroups","Psammorthels","ACGC",9,"OR"
"^spodic","Spodic Psammorthels","&nbsp;<b>1.</b> In 25 percent or more of each pedon, cementation by organic matter and aluminum, with or without iron<i>; or</i>",9,162,"Subgroups","Psammorthels","ACGC",10,"OR"
"^spodic","Spodic Psammorthels","&nbsp;<b>2.</b> Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling 0.25 or more, and half that amount or less in an overlying horizon<i>; or</i>",9,162,"Subgroups","Psammorthels","ACGC",11,"OR"
"^spodic","Spodic Psammorthels","&nbsp;<b>3.</b> An ODOE value of 0.12 or more, and a value half as high or lower in an overlying horizon.",9,162,"Subgroups","Psammorthels","ACGC",12,"END"
"^spodic","Spodic Psammoturbels","<b><u>ABFC.</u></b> Other Psammoturbels that have a horizon 5 cm or more thick that has one or more of the following:",9,166,"Subgroups","Psammoturbels","ABFC",9,"OR"
"^spodic","Spodic Psammoturbels","&nbsp;<b>1.</b> In 25 percent or more of each pedon, cementation by organic matter and aluminum, with or without iron<i>; or</i>",9,166,"Subgroups","Psammoturbels","ABFC",10,"OR"
"^spodic","Spodic Psammoturbels","&nbsp;<b>2.</b> Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling 0.25 or more, and half that amount or less in an overlying horizon<i>; or</i>",9,166,"Subgroups","Psammoturbels","ABFC",11,"OR"
"^spodic","Spodic Psammoturbels","&nbsp;<b>3.</b> An ODOE value of 0.12 or more, and a value half as high or lower in an overlying horizon.",9,166,"Subgroups","Psammoturbels","ABFC",12,"END"
"^spodic","Spodic Dystrocryepts","<b><u>KCCM.</u></b> Other Dystrocryepts that have a horizon 5 cm or more thick that has one or more of the following:",11,181,"Subgroups","Dystrocryepts","KCCM",23,"OR"
"^spodic","Spodic Dystrocryepts","&nbsp;<b>1.</b> In 25 percent or more of each pedon, cementation by organic matter and aluminum, with or without iron<i>; or</i>",11,181,"Subgroups","Dystrocryepts","KCCM",24,"OR"
"^spodic","Spodic Dystrocryepts","&nbsp;<b>2.</b> Al plus ½ Fe (by ammonium oxalate) of 0.25 percent or more and half that amount or less in an overlying horizon<i>; or</i>",11,182,"Subgroups","Dystrocryepts","KCCM",25,"OR"
"^spodic","Spodic Dystrocryepts","&nbsp;<b>3.</b> An ODOE value of 0.12 or more and a value half as high or lower in an overlying horizon.",11,182,"Subgroups","Dystrocryepts","KCCM",26,"END"
"^spodic","Spodic Humicryepts","<b><u>KCAL.</u></b> Other Humicryepts that have a horizon 5 cm or more thick that has one or more of the following:",11,185,"Subgroups","Humicryepts","KCAL",19,"OR"
"^spodic","Spodic Humicryepts","&nbsp;<b>1.</b> In 25 percent or more of each pedon, cementation by organic matter and aluminum, with or without iron<i>; or</i>",11,185,"Subgroups","Humicryepts","KCAL",20,"OR"
"^spodic","Spodic Humicryepts","&nbsp;<b>2.</b> Al plus ½ Fe (by ammonium oxalate) of 0.25 percent or more and half that amount or less in an overlying horizon<i>; or</i>",11,185,"Subgroups","Humicryepts","KCAL",21,"OR"
"^spodic","Spodic Humicryepts","&nbsp;<b>3.</b> An ODOE value of 0.12 or more and a value half as high or lower in an overlying horizon.",11,185,"Subgroups","Humicryepts","KCAL",22,"END"
"^spodic","Spodic Dystrudepts","<b><u>KFFR.</u></b> Other Dystrudepts that have a horizon 5 cm or more thick that has one or more of the following:",11,190,"Subgroups","Dystrudepts","KFFR",19,"OR"
"^spodic","Spodic Dystrudepts","&nbsp;<b>1.</b> In 25 percent or more of each pedon, cementation by organic matter and aluminum, with or without iron<i>; or</i>",11,190,"Subgroups","Dystrudepts","KFFR",20,"OR"
"^spodic","Spodic Dystrudepts","&nbsp;<b>2.</b> Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling 0.25 or more, and half that amount or less in an overlying horizon<i>; or</i>",11,190,"Subgroups","Dystrudepts","KFFR",21,"OR"
"^spodic","Spodic Dystrudepts","&nbsp;<b>3.</b> An ODOE value of 0.12 or more, and a value half as high or lower in an overlying horizon.",11,190,"Subgroups","Dystrudepts","KFFR",22,"END"
"^spodic","Spodic Paleudults","<b><u>HCEB.</u></b> Other Paleudults that have a horizon 5 cm or more thick, either below an Ap horizon or at a depth of 18 cm or more from the mineral soil surface, whichever is deeper, that has one or more of the following:",15,296,"Subgroups","Paleudults","HCEB",25,"OR"
"^spodic","Spodic Paleudults","&nbsp;<b>1.</b> In 25 percent or more of each pedon, cementation by organic matter and aluminum, with or without iron<i>; or</i>",15,296,"Subgroups","Paleudults","HCEB",26,"OR"
"^spodic","Spodic Paleudults","&nbsp;<b>2.</b> Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling 0.25 or more, and half that amount or less in an overlying horizon<i>; or</i>",15,296,"Subgroups","Paleudults","HCEB",27,"OR"
"^spodic","Spodic Paleudults","&nbsp;<b>3.</b> An ODOE value of 0.12 or more, and a value half as high or lower in an overlying horizon.",15,296,"Subgroups","Paleudults","HCEB",28,"END"
"^sulfaqueptic","Sulfaqueptic Dystraquerts","<b><u>FAFA.</u></b> Dystraquerts that have, in one or more horizons within 100 cm of the mineral soil surface, jarosite concentrations and a pH value of 4.0 or less (1:1 water, air-dried slowly in shade).",16,306,"Subgroups","Dystraquerts","FAFA",16,"END"
"^sulfuric","Sulfuric Aquorthels","<b><u>ACBC.</u></b> Other Aquorthels that have a sulfuric horizon or sulfidic materials within 100 cm of the mineral soil surface.",9,159,"Subgroups","Aquorthels","ACBC",9,"END"
"^sulfuric","Sulfuric Aquiturbels","<b><u>ABBC.</u></b> Other Aquiturbels that have a sulfuric horizon or sulfidic materials within 100 cm of the mineral soil surface.",9,163,"Subgroups","Aquiturbels","ABBC",9,"END"
"^thapto-histic","Thapto-Histic Fluvaquents","<b><u>LBFC.</u></b> Other Fluvaquents that have a buried layer of organic soil materials, 20 cm or more thick, within 100 cm of the mineral soil surface.",8,137,"Subgroups","Fluvaquents","LBFC",28,"END"
"^thapto-histic","Thapto-Histic Hydraquents","<b><u>LBBC.</u></b> Other Hydraquents that have a buried layer of organic soil materials, 20 cm or more thick, within 100 cm of the mineral soil surface.",8,138,"Subgroups","Hydraquents","LBBC",23,"END"
"^thapto-histic","Thapto-Histic Sulfaquents","<b><u>LBAC.</u></b> Other Sulfaquents that have a buried layer of organic soil materials, 20 cm or more thick, within 100 cm of the mineral soil surface.",8,139,"Subgroups","Sulfaquents","LBAC",23,"END"
"^thapto-histic","Thapto-Histic Fluviwassents","<b><u>LAEC.</u></b> Other Fluviwassents that have a buried layer of organic soil materials, 20 cm or more thick, within 100 cm of the mineral soil surface.",8,154,"Subgroups","Fluviwassents","LAEC",9,"END"
"^thapto-histic","Thapto-Histic Frasiwassents","<b><u>LAAD.</u></b> Other Frasiwassents that have a buried layer of organic soil materials, 20 cm or more thick, within 100 cm of the mineral soil surface.",8,155,"Subgroups","Frasiwassents","LAAD",7,"END"
"^thapto-histic","Thapto-Histic Hydrowassents","<b><u>LADD.</u></b> Other Hydrowassents that have a buried layer of organic soil materials, 20 cm or more thick, within 100 cm of the mineral soil surface.",8,155,"Subgroups","Hydrowassents","LADD",7,"END"
"^thapto-histic","Thapto-Histic Sulfiwassents","<b><u>LACC.</u></b> Other Sulfiwassents that have a buried layer of organic soil materials, 20 cm or more thick, within 100 cm of the mineral soil surface.",8,156,"Subgroups","Sulfiwassents","LACC",7,"END"
"^thapto-histic","Thapto-Histic Cryaquolls","<b><u>IBAC.</u></b> Other Cryaquolls that have a buried layer of organic soil materials, 20 cm or more thick, that has its upper boundary within 100 cm of the mineral soil surface.",12,214,"Subgroups","Cryaquolls","IBAC",32,"END"
"^thapto-histic","Thapto-Histic Endoaquolls","<b><u>IBGF.</u></b> Other Endoaquolls that have a buried layer of organic soil materials, 20 cm or more thick, that has its upper boundary within 100 cm of the mineral soil surface.",12,215,"Subgroups","Endoaquolls","IBGF",32,"END"
"^thapto-histic","Thapto-Histic Epiaquolls","<b><u>IBFE.</u></b> Other Epiaquolls that have a buried layer of organic soil materials, 20 cm or more thick, that has its upper boundary within 100 cm of the mineral soil surface.",12,216,"Subgroups","Epiaquolls","IBFE",32,"END"
"^torrertic","Torrertic Haplustalfs","<b><u>JCHD.</u></b> Other Haplustalfs that have both of the following:",5,68,"Subgroups","Haplustalfs","JCHD",9,"AND"
"^torrertic","Torrertic Haplustalfs","&nbsp;<b>1.</b> When neither irrigated nor fallowed to store moisture, one of the following:",5,68,"Subgroups","Haplustalfs","JCHD",10,"OR"
"^torrertic","Torrertic Haplustalfs","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that in normal years is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",5,68,"Subgroups","Haplustalfs","JCHD",11,"OR"
"^torrertic","Torrertic Haplustalfs","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that in normal years is dry in some part for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",5,68,"Subgroups","Haplustalfs","JCHD",12,"OR"
"^torrertic","Torrertic Haplustalfs","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that in normal years:",5,68,"Subgroups","Haplustalfs","JCHD",13,"OR"
"^torrertic","Torrertic Haplustalfs","&nbsp;&nbsp;&nbsp;<b>(1)</b> Is moist in some or all parts for less than 90 consecutive days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 8 o C<i>; and</i>",5,68,"Subgroups","Haplustalfs","JCHD",14,"AND"
"^torrertic","Torrertic Haplustalfs","&nbsp;&nbsp;&nbsp;<b>(2)</b> Is dry in some part for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; and</i>",5,68,"Subgroups","Haplustalfs","JCHD",15,"AND"
"^torrertic","Torrertic Haplustalfs","&nbsp;<b>2.</b> One or both of the following:",5,69,"Subgroups","Haplustalfs","JCHD",16,"AND"
"^torrertic","Torrertic Haplustalfs","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the soil surface<i>; or</i>",5,69,"Subgroups","Haplustalfs","JCHD",17,"OR"
"^torrertic","Torrertic Haplustalfs","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",5,69,"Subgroups","Haplustalfs","JCHD",18,"END"
"^torrertic","Torrertic Natrustalfs","<b><u>JCCC.</u></b> Other Natrustalfs that have both of the following:",5,74,"Subgroups","Natrustalfs","JCCC",9,"AND"
"^torrertic","Torrertic Natrustalfs","&nbsp;<b>1.</b> When neither irrigated nor fallowed to store moisture, one of the following:",5,74,"Subgroups","Natrustalfs","JCCC",10,"OR"
"^torrertic","Torrertic Natrustalfs","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that in normal years is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",5,74,"Subgroups","Natrustalfs","JCCC",11,"OR"
"^torrertic","Torrertic Natrustalfs","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that in normal years is dry in some part for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",5,74,"Subgroups","Natrustalfs","JCCC",12,"OR"
"^torrertic","Torrertic Natrustalfs","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that in normal years:",5,74,"Subgroups","Natrustalfs","JCCC",13,"OR"
"^torrertic","Torrertic Natrustalfs","&nbsp;&nbsp;&nbsp;<b>(1)</b> Is moist in some or all parts for less than 90 consecutive days per year when the temperature at a depth of 50 cm below the soil surface is higher than 8 o C<i>; and</i>",5,74,"Subgroups","Natrustalfs","JCCC",14,"AND"
"^torrertic","Torrertic Natrustalfs","&nbsp;&nbsp;&nbsp;<b>(2)</b> Is dry in some part for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; and</i>",5,74,"Subgroups","Natrustalfs","JCCC",15,"AND"
"^torrertic","Torrertic Natrustalfs","&nbsp;<b>2.</b> One or both of the following:",5,74,"Subgroups","Natrustalfs","JCCC",16,"AND"
"^torrertic","Torrertic Natrustalfs","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",5,74,"Subgroups","Natrustalfs","JCCC",17,"OR"
"^torrertic","Torrertic Natrustalfs","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",5,74,"Subgroups","Natrustalfs","JCCC",18,"END"
"^torrertic","Torrertic Ustifluvents","<b><u>LDDB.</u></b> Other Ustifluvents that have both of the following:",8,142,"Subgroups","Ustifluvents","LDDB",17,"AND"
"^torrertic","Torrertic Ustifluvents","&nbsp;<b>1.</b> When neither irrigated nor fallowed to store moisture, one of the following:",8,142,"Subgroups","Ustifluvents","LDDB",18,"OR"
"^torrertic","Torrertic Ustifluvents","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that, in normal years, is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",8,142,"Subgroups","Ustifluvents","LDDB",19,"OR"
"^torrertic","Torrertic Ustifluvents","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that, in normal years, is dry in some part for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",8,142,"Subgroups","Ustifluvents","LDDB",20,"OR"
"^torrertic","Torrertic Ustifluvents","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that, in normal years, is moist in some or all parts for less than 90 consecutive days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 8 o C<i>; and</i>",8,143,"Subgroups","Ustifluvents","LDDB",21,"AND"
"^torrertic","Torrertic Ustifluvents","&nbsp;<b>2.</b> One or both of the following:",8,143,"Subgroups","Ustifluvents","LDDB",22,"AND"
"^torrertic","Torrertic Ustifluvents","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",8,143,"Subgroups","Ustifluvents","LDDB",23,"OR"
"^torrertic","Torrertic Ustifluvents","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",8,143,"Subgroups","Ustifluvents","LDDB",24,"END"
"^torrertic","Torrertic Ustorthents","<b><u>LEEC.</u></b> Other Ustorthents that have both:",8,148,"Subgroups","Ustorthents","LEEC",7,"AND"
"^torrertic","Torrertic Ustorthents","&nbsp;<b>1.</b> One or both of the following:",8,148,"Subgroups","Ustorthents","LEEC",8,"AND"
"^torrertic","Torrertic Ustorthents","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",8,148,"Subgroups","Ustorthents","LEEC",9,"OR"
"^torrertic","Torrertic Ustorthents","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower<i>; and</i>",8,148,"Subgroups","Ustorthents","LEEC",10,"AND"
"^torrertic","Torrertic Ustorthents","&nbsp;<b>2.</b> When neither irrigated nor fallowed to store moisture, one of the following:",8,148,"Subgroups","Ustorthents","LEEC",11,"OR"
"^torrertic","Torrertic Ustorthents","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that, in normal years, is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",8,148,"Subgroups","Ustorthents","LEEC",12,"OR"
"^torrertic","Torrertic Ustorthents","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that, in normal years, is dry in some part for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",8,148,"Subgroups","Ustorthents","LEEC",13,"OR"
"^torrertic","Torrertic Ustorthents","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that, in normal years, is moist in some or all parts for less than 90 consecutive days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 8 o C.",8,148,"Subgroups","Ustorthents","LEEC",14,"END"
"^torrertic","Torrertic Calciustepts","<b><u>KDBC.</u></b> Other Calciustepts that have both:",11,195,"Subgroups","Calciustepts","KDBC",21,"AND"
"^torrertic","Torrertic Calciustepts","&nbsp;<b>1.</b> One or both of the following:",11,195,"Subgroups","Calciustepts","KDBC",22,"AND"
"^torrertic","Torrertic Calciustepts","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",11,195,"Subgroups","Calciustepts","KDBC",23,"OR"
"^torrertic","Torrertic Calciustepts","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower<i>; and</i>",11,196,"Subgroups","Calciustepts","KDBC",24,"AND"
"^torrertic","Torrertic Calciustepts","&nbsp;<b>2.</b> When neither irrigated nor fallowed to store moisture, one of the following:",11,196,"Subgroups","Calciustepts","KDBC",25,"OR"
"^torrertic","Torrertic Calciustepts","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that in normal years is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",11,196,"Subgroups","Calciustepts","KDBC",26,"OR"
"^torrertic","Torrertic Calciustepts","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that in normal years is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",11,196,"Subgroups","Calciustepts","KDBC",27,"OR"
"^torrertic","Torrertic Calciustepts","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that in normal years:",11,196,"Subgroups","Calciustepts","KDBC",28,"OR"
"^torrertic","Torrertic Calciustepts","&nbsp;&nbsp;&nbsp;<b>(1)</b> Is moist in some or all parts for fewer than 90 consecutive days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 8 o C<i>; and</i>",11,196,"Subgroups","Calciustepts","KDBC",29,"AND"
"^torrertic","Torrertic Calciustepts","&nbsp;&nbsp;&nbsp;<b>(2)</b> Is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C.",11,196,"Subgroups","Calciustepts","KDBC",30,"END"
"^torrertic","Torrertic Dystrustepts","<b><u>KDDB.</u></b> Other Dystrustepts that have both:",11,197,"Subgroups","Dystrustepts","KDDB",21,"AND"
"^torrertic","Torrertic Dystrustepts","&nbsp;<b>1.</b> When neither irrigated nor fallowed to store moisture, one of the following:",11,197,"Subgroups","Dystrustepts","KDDB",22,"OR"
"^torrertic","Torrertic Dystrustepts","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that in normal years is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",11,197,"Subgroups","Dystrustepts","KDDB",23,"OR"
"^torrertic","Torrertic Dystrustepts","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that, in normal years, is dry in some part for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5o C<i>; or</i>",11,197,"Subgroups","Dystrustepts","KDDB",24,"OR"
"^torrertic","Torrertic Dystrustepts","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that in normal years:",11,197,"Subgroups","Dystrustepts","KDDB",25,"OR"
"^torrertic","Torrertic Dystrustepts","&nbsp;&nbsp;&nbsp;<b>(1)</b> Is moist in some or all parts for fewer than 90 consecutive days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 8 o C<i>; and</i>",11,197,"Subgroups","Dystrustepts","KDDB",26,"AND"
"^torrertic","Torrertic Dystrustepts","&nbsp;&nbsp;&nbsp;<b>(2)</b> Is dry in some part for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; and</i>",11,197,"Subgroups","Dystrustepts","KDDB",27,"AND"
"^torrertic","Torrertic Dystrustepts","&nbsp;<b>2.</b> One or both of the following:",11,197,"Subgroups","Dystrustepts","KDDB",28,"AND"
"^torrertic","Torrertic Dystrustepts","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",11,197,"Subgroups","Dystrustepts","KDDB",29,"OR"
"^torrertic","Torrertic Dystrustepts","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",11,197,"Subgroups","Dystrustepts","KDDB",30,"END"
"^torrertic","Torrertic Haplustepts","<b><u>KDED.</u></b> Other Haplustepts that have both:",11,199,"Subgroups","Haplustepts","KDED",19,"AND"
"^torrertic","Torrertic Haplustepts","&nbsp;<b>1.</b> When neither irrigated nor fallowed to store moisture, one of the following:",11,199,"Subgroups","Haplustepts","KDED",20,"OR"
"^torrertic","Torrertic Haplustepts","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that in normal years is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",11,199,"Subgroups","Haplustepts","KDED",21,"OR"
"^torrertic","Torrertic Haplustepts","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that in normal years is dry in some part for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",11,199,"Subgroups","Haplustepts","KDED",22,"OR"
"^torrertic","Torrertic Haplustepts","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that in normal years:",11,199,"Subgroups","Haplustepts","KDED",23,"OR"
"^torrertic","Torrertic Haplustepts","&nbsp;&nbsp;&nbsp;<b>(1)</b> Is moist in some or all parts for fewer than 90 consecutive days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 8 o C<i>; and</i>",11,199,"Subgroups","Haplustepts","KDED",24,"AND"
"^torrertic","Torrertic Haplustepts","&nbsp;&nbsp;&nbsp;<b>(2)</b> Is dry in some part for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; and</i>",11,199,"Subgroups","Haplustepts","KDED",25,"AND"
"^torrertic","Torrertic Haplustepts","&nbsp;<b>2.</b> One or both of the following:",11,199,"Subgroups","Haplustepts","KDED",26,"AND"
"^torrertic","Torrertic Haplustepts","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",11,199,"Subgroups","Haplustepts","KDED",27,"OR"
"^torrertic","Torrertic Haplustepts","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",11,199,"Subgroups","Haplustepts","KDED",28,"END"
"^torrertic","Torrertic Argiustolls","<b><u>IGEE.</u></b> Other Argiustolls that have both of the following:",12,231,"Subgroups","Argiustolls","IGEE",11,"AND"
"^torrertic","Torrertic Argiustolls","&nbsp;<b>1.</b> When neither irrigated nor fallowed to store moisture, have one of the following:",12,231,"Subgroups","Argiustolls","IGEE",12,"OR"
"^torrertic","Torrertic Argiustolls","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that in normal years is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",12,231,"Subgroups","Argiustolls","IGEE",13,"OR"
